	Date	RPM	Speed	nGear	Throttle	Brake	DRS	Source	Time	SessionTime
0	2022-03-20 14:01:03.298	768	0	0	104	True	1	car	0 days 00:00:03.281000	0 days 00:00:03.281000
1	2022-03-20 14:01:03.498	768	0	0	104	True	1	car	0 days 00:00:03.481000	0 days 00:00:03.481000
2	2022-03-20 14:01:03.738	768	0	0	104	True	1	car	0 days 00:00:03.721000	0 days 00:00:03.721000
3	2022-03-20 14:01:04.178	768	0	0	104	True	1	car	0 days 00:00:04.161000	0 days 00:00:04.161000
4	2022-03-20 14:01:04.418	768	0	0	104	True	1	car	0 days 00:00:04.401000	0 days 00:00:04.401000
5	2022-03-20 14:01:04.618	768	0	0	104	True	1	car	0 days 00:00:04.601000	0 days 00:00:04.601000
6	2022-03-20 14:01:04.858	768	0	0	104	True	1	car	0 days 00:00:04.841000	0 days 00:00:04.841000
7	2022-03-20 14:01:05.178	768	0	0	104	True	1	car	0 days 00:00:05.161000	0 days 00:00:05.161000
8	2022-03-20 14:01:05.418	768	0	0	104	True	1	car	0 days 00:00:05.401000	0 days 00:00:05.401000
9	2022-03-20 14:01:05.618	768	0	0	104	True	1	car	0 days 00:00:05.601000	0 days 00:00:05.601000
10	2022-03-20 14:01:05.898	768	0	0	104	True	1	car	0 days 00:00:05.881000	0 days 00:00:05.881000
11	2022-03-20 14:01:06.298	768	0	0	104	True	1	car	0 days 00:00:06.281000	0 days 00:00:06.281000
12	2022-03-20 14:01:06.618	768	0	0	104	True	1	car	0 days 00:00:06.601000	0 days 00:00:06.601000
13	2022-03-20 14:01:06.818	768	0	0	104	True	1	car	0 days 00:00:06.801000	0 days 00:00:06.801000
14	2022-03-20 14:01:06.978	768	0	0	104	True	1	car	0 days 00:00:06.961000	0 days 00:00:06.961000
15	2022-03-20 14:01:07.338	768	0	0	104	True	1	car	0 days 00:00:07.321000	0 days 00:00:07.321000
16	2022-03-20 14:01:07.538	768	0	0	104	True	1	car	0 days 00:00:07.521000	0 days 00:00:07.521000
17	2022-03-20 14:01:07.738	768	0	0	104	True	1	car	0 days 00:00:07.721000	0 days 00:00:07.721000
18	2022-03-20 14:01:08.058	768	0	0	104	True	1	car	0 days 00:00:08.041000	0 days 00:00:08.041000
19	2022-03-20 14:01:08.338	768	0	0	104	True	1	car	0 days 00:00:08.321000	0 days 00:00:08.321000
20	2022-03-20 14:01:08.538	768	0	0	104	True	1	car	0 days 00:00:08.521000	0 days 00:00:08.521000
21	2022-03-20 14:01:08.858	768	0	0	104	True	1	car	0 days 00:00:08.841000	0 days 00:00:08.841000
22	2022-03-20 14:01:09.978	768	0	0	104	True	1	car	0 days 00:00:09.961000	0 days 00:00:09.961000
23	2022-03-20 14:01:10.138	768	0	0	104	True	1	car	0 days 00:00:10.121000	0 days 00:00:10.121000
24	2022-03-20 14:01:10.378	768	0	0	104	True	1	car	0 days 00:00:10.361000	0 days 00:00:10.361000
25	2022-03-20 14:01:10.658	768	0	0	104	True	1	car	0 days 00:00:10.641000	0 days 00:00:10.641000
26	2022-03-20 14:01:10.818	768	0	0	104	True	1	car	0 days 00:00:10.801000	0 days 00:00:10.801000
27	2022-03-20 14:01:11.058	768	0	0	104	True	1	car	0 days 00:00:11.041000	0 days 00:00:11.041000
28	2022-03-20 14:01:11.218	768	0	0	104	True	1	car	0 days 00:00:11.201000	0 days 00:00:11.201000
29	2022-03-20 14:01:11.418	768	0	0	104	True	1	car	0 days 00:00:11.401000	0 days 00:00:11.401000
30	2022-03-20 14:01:11.698	768	0	0	104	True	1	car	0 days 00:00:11.681000	0 days 00:00:11.681000
31	2022-03-20 14:01:11.858	768	0	0	104	True	1	car	0 days 00:00:11.841000	0 days 00:00:11.841000
32	2022-03-20 14:01:12.058	768	0	0	104	True	1	car	0 days 00:00:12.041000	0 days 00:00:12.041000
33	2022-03-20 14:01:12.538	768	0	0	104	True	1	car	0 days 00:00:12.521000	0 days 00:00:12.521000
34	2022-03-20 14:01:12.938	768	0	0	104	True	1	car	0 days 00:00:12.921000	0 days 00:00:12.921000
